"﻿http://court.gov.ua/log_documents/24901288/2610/";"Дата та час початку автоматичного розподілу  20.09.2017 11:29:17...";"Єдиний унікальний номер: 761/33146/17";"Номер провадження: 1-кс/761/21102/2017";"Номер провадження слідчих органів: 1/2017/11/000/0000144";;;;;
"http://court.gov.ua/log_documents/25217370/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:43:08...";"Єдиний унікальний номер: 761/35488/17";"Номер провадження: 3/761/7476/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25217421/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:45:02...";"Єдиний унікальний номер: 761/35489/17";"Номер провадження: 3/761/7477/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25217620/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:47:02...";"Єдиний унікальний номер: 761/35492/17";"Номер провадження: 3/761/7478/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25217735/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:48:52...";"Єдиний унікальний номер: 761/35493/17";"Номер провадження: 3/761/7479/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25217793/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:50:46...";"Єдиний унікальний номер: 761/35495/17";"Номер провадження: 3/761/7480/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25217807/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:54:36...";"Єдиний унікальний номер: 761/12692/14-ц";"Номер провадження: 6/761/624/2017";"Поєднано зі справою № 761/12692/14-ц[2610-10510817] з типом поєднання На новий розгляд";;;;;
"http://court.gov.ua/log_documents/25217911/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:52:37...";"Єдиний унікальний номер: 761/35498/17";"Номер провадження: 3/761/7481/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25217969/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:54:20...";"Єдиний унікальний номер: 761/35499/17";"Номер провадження: 3/761/7482/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25218033/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:15:12...";"Єдиний унікальний номер: 761/35501/17";"Номер провадження: 2/761/7523/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25218059/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:56:14...";"Єдиний унікальний номер: 761/35502/17";"Номер провадження: 3/761/7483/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25218187/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:58:45...";"Єдиний унікальний номер: 761/35503/17";"Номер провадження: 3/761/7484/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
